% 1. Title: Playstore Data Category Classification
% 
% 2. Sources:
%      (a) Creator: P. K. Das
%      (b) Source: Google Play Store dataset
%      (c) Date: June, 2016
% 
@RELATION playstore

@ATTRIBUTE _exit NUMERIC
@ATTRIBUTE _llseek NUMERIC
@ATTRIBUTE arch_prctl NUMERIC
@ATTRIBUTE bind NUMERIC
@ATTRIBUTE brk NUMERIC
@ATTRIBUTE chdir NUMERIC
@ATTRIBUTE clock_gettime NUMERIC
@ATTRIBUTE clone NUMERIC
@ATTRIBUTE close NUMERIC
@ATTRIBUTE connect NUMERIC
@ATTRIBUTE dup NUMERIC
@ATTRIBUTE epoll_ctl NUMERIC
@ATTRIBUTE epoll_pwait NUMERIC
@ATTRIBUTE execve NUMERIC
@ATTRIBUTE exit_group NUMERIC
@ATTRIBUTE faccessat NUMERIC
@ATTRIBUTE fchmod NUMERIC
@ATTRIBUTE fchmodat NUMERIC
@ATTRIBUTE fcntl NUMERIC
@ATTRIBUTE fdatasync NUMERIC
@ATTRIBUTE flock NUMERIC
@ATTRIBUTE fstat NUMERIC
@ATTRIBUTE fsync NUMERIC
@ATTRIBUTE ftruncate NUMERIC
@ATTRIBUTE futex NUMERIC
@ATTRIBUTE getcwd NUMERIC
@ATTRIBUTE getegid NUMERIC
@ATTRIBUTE geteuid NUMERIC
@ATTRIBUTE getgid NUMERIC
@ATTRIBUTE getpgid NUMERIC
@ATTRIBUTE getppid NUMERIC
@ATTRIBUTE getpriority NUMERIC
@ATTRIBUTE getrlimit NUMERIC
@ATTRIBUTE getsockname NUMERIC
@ATTRIBUTE getsockopt NUMERIC
@ATTRIBUTE gettid NUMERIC
@ATTRIBUTE gettimeofday NUMERIC
@ATTRIBUTE getuid NUMERIC
@ATTRIBUTE inotify_add_watch NUMERIC
@ATTRIBUTE inotify_rm_watch NUMERIC
@ATTRIBUTE ioctl NUMERIC
@ATTRIBUTE kill NUMERIC
@ATTRIBUTE listen NUMERIC
@ATTRIBUTE lseek NUMERIC
@ATTRIBUTE madvise NUMERIC
@ATTRIBUTE mincore NUMERIC
@ATTRIBUTE mkdirat NUMERIC
@ATTRIBUTE mmap NUMERIC
@ATTRIBUTE modify_ldt NUMERIC
@ATTRIBUTE mprotect NUMERIC
@ATTRIBUTE msync NUMERIC
@ATTRIBUTE munmap NUMERIC
@ATTRIBUTE nanosleep NUMERIC
@ATTRIBUTE newfstatat NUMERIC
@ATTRIBUTE openat NUMERIC
@ATTRIBUTE personality NUMERIC
@ATTRIBUTE ppoll NUMERIC
@ATTRIBUTE prctl NUMERIC
@ATTRIBUTE pread NUMERIC
@ATTRIBUTE pwrite NUMERIC
@ATTRIBUTE read NUMERIC
@ATTRIBUTE readlinkat NUMERIC
@ATTRIBUTE recvfrom NUMERIC
@ATTRIBUTE recvmsg NUMERIC
@ATTRIBUTE renameat NUMERIC
@ATTRIBUTE restart_syscall NUMERIC
@ATTRIBUTE rt_sigaction NUMERIC
@ATTRIBUTE rt_sigprocmask NUMERIC
@ATTRIBUTE rt_sigreturn NUMERIC
@ATTRIBUTE rt_sigtimedwait NUMERIC
@ATTRIBUTE sched_getparam NUMERIC
@ATTRIBUTE sched_getscheduler NUMERIC
@ATTRIBUTE sched_yield NUMERIC
@ATTRIBUTE sendmsg NUMERIC
@ATTRIBUTE sendto NUMERIC
@ATTRIBUTE set_thread_area NUMERIC
@ATTRIBUTE set_tid_address NUMERIC
@ATTRIBUTE setitimer NUMERIC
@ATTRIBUTE setpgid NUMERIC
@ATTRIBUTE setpriority NUMERIC
@ATTRIBUTE setresuid NUMERIC
@ATTRIBUTE setrlimit NUMERIC
@ATTRIBUTE setsockopt NUMERIC
@ATTRIBUTE shutdown NUMERIC
@ATTRIBUTE sigaction NUMERIC
@ATTRIBUTE sigaltstack NUMERIC
@ATTRIBUTE sigreturn NUMERIC
@ATTRIBUTE socket NUMERIC
@ATTRIBUTE socketpair NUMERIC
@ATTRIBUTE statfs NUMERIC
@ATTRIBUTE tgkill NUMERIC
@ATTRIBUTE ugetrlimit NUMERIC
@ATTRIBUTE umask NUMERIC
@ATTRIBUTE uname NUMERIC
@ATTRIBUTE unlinkat NUMERIC
@ATTRIBUTE utimensat NUMERIC
@ATTRIBUTE write NUMERIC
@ATTRIBUTE writev NUMERIC
@ATTRIBUTE class {communication,personalization,video_playback,drink_recipes,music_n_audio,shopping,education,tools,health_n_fitness,productivity,arcade,entertainment,file_explorer,travel_n_local,scientific_calculator,news_n_magazines,alarm_clock,Lifestyle,business,pdf_reader,libraries_n_demo,adventure,wifi_analyzer,_exit,lunar_calendar,lifestyle,medical,battery_saver,social,books_n_reference,to_do_list}

@DATA
0,0,6,0,0,0,877023,6,174,0,1,1,48,0,0,88,0,8,234,11,0,328,0,0,2128,0,0,46,0,0,0,37,0,0,0,0,0,33,0,0,231,0,0,35,182,2,0,169,0,115,12,96,0,123,213,0,0,73,199,24,532,0,51,2,0,0,14,156,7,2,16,16,40,0,32,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,278,50,productivity
18,0,45,1,2,0,0,55,808,4,49,40,2007,8,2,137,0,10,107,5,0,254,9,0,4770,0,10,11,10,0,1,185,5,0,20,0,0,1098,0,0,2999,0,1,150,650,0,0,1118,0,597,0,778,7,2397,715,0,0,772,342,0,2851,23,1274,202,5,2,222,1010,2,3,0,0,228,16,751,0,17,204,0,57,0,1,3,1,0,73,0,5,11,23,1,0,0,0,7,0,3399,353,tools
7,0,31,0,0,0,0,35,738,0,213,320,6902,0,0,58,0,7,395,91,0,229,6,0,45325,0,0,38,0,0,1,2236,0,0,7,0,0,4877,0,0,15213,0,0,0,3404,0,0,1576,0,374,0,1290,3,297,388,0,0,5023,2316,200,6711,4,10652,1,5,0,0,832,0,1,0,0,250,0,5449,0,7,0,0,48,0,0,0,0,0,42,0,0,2,0,0,0,0,0,5,0,13563,3348,productivity
0,0,2,0,0,0,0,2,47,0,22,34,502,0,0,0,0,0,22,0,0,0,0,0,1065,0,0,0,0,0,0,152,0,0,0,0,0,270,0,0,1143,0,0,0,117,0,0,98,0,12,0,79,0,20,9,0,0,321,144,0,632,0,980,1,0,1,0,83,0,1,0,0,2,0,506,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1107,257,health_n_fitness
0,0,14,0,0,0,0,14,765,0,235,388,5024,0,0,408,0,32,1254,9,0,1268,0,0,12501,0,0,204,0,0,1,1320,0,0,1,0,0,2664,0,0,8547,0,0,0,657,0,0,428,0,204,0,320,1,633,382,0,0,2904,925,21,4339,1,10627,1,0,0,0,184,0,1,0,0,282,0,5909,0,0,0,0,16,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,8278,2549,tools
704,0,697,191,0,0,57,748,4929,523,678,317,66124,0,0,1098,0,140,880,25,0,1500,138,129,155746,0,12,24,12,0,0,1951,4,387,1243,0,0,25927,4,0,23077,0,1,1116,10767,0,6,5260,0,3529,0,4664,0,1009,3980,0,71,5901,709,198,43828,4,9879,8647,137,2,2,2700,0,1,0,0,167,652,17500,0,664,0,0,1255,0,0,640,0,0,1452,0,530,10,0,0,0,0,0,142,0,61835,4295,entertainment
12,3,61,5,1,0,285,79,770,18,56,249,2570,1,1,255,1,30,752,162,2,698,16,145,9596,0,12,86,12,0,1,129,3,8,67,0,2,616,4,0,2015,0,1,356,1069,0,21,939,11,1496,0,687,0,829,880,2,3,681,341,449,2686,47,318,262,13,0,0,592,52,1,0,0,228,33,561,1,9,0,1,104,0,0,15,0,10,91,0,27,10,5,0,1,0,0,44,0,2184,289,tools
26,3,66,4,1,0,388,91,1013,15,149,330,6791,1,1,163,1,17,537,48,2,448,12,125,35391,0,12,33,12,0,0,731,4,6,58,0,2,2198,4,0,6654,0,1,424,2404,0,19,1357,11,1509,0,1033,3,678,1135,2,2,2021,637,186,11941,49,5909,527,12,2,0,1559,50,1,0,0,372,30,3783,1,22,0,1,103,0,1,10,0,10,117,0,23,12,2,0,1,0,0,35,0,21925,633,alarm_clock
15,3,61,2,1,0,542,86,1346,11,246,393,13485,1,1,274,1,16,1050,137,2,946,9,164,52859,0,12,119,12,0,1,1644,5,3,37,0,2,5677,4,0,13221,0,1,390,4248,0,11,2056,11,1654,0,1585,3,875,1466,2,0,4469,1842,411,34835,50,9107,1360,9,2,2,3948,50,1,0,0,406,50,6813,1,10,0,1,112,0,1,5,0,10,101,0,18,12,2,0,1,0,0,30,0,36379,3871,lifestyle
25,0,39,3,0,0,20,58,730,8,201,243,6687,0,0,162,0,6,477,34,0,519,2,29,18762,0,12,62,12,0,0,782,4,3,13,0,0,2542,4,0,4697,0,1,155,1646,0,6,872,0,800,0,653,0,352,532,0,0,1848,429,49,5343,5,8676,764,2,0,2,710,0,1,0,0,100,52,6259,0,22,0,0,64,0,0,8,0,0,83,0,15,10,0,0,0,0,0,5,0,7642,2312,lifestyle
19,3,53,2,1,0,656,82,2326,9,686,553,32927,1,1,257,1,41,947,58,2,592,38,235,75018,0,12,35,12,0,1,1509,5,2,87,0,2,8197,4,0,17693,0,1,458,6432,0,10,2690,11,1463,0,2005,12,696,2419,2,0,4412,1124,428,74826,36,10177,4488,36,1,2,2260,50,1,0,0,1619,147,11493,1,15,0,1,181,0,1,4,0,10,101,0,16,12,2,0,1,0,0,52,0,57331,3607,tools
1,0,40,1,14,0,10,45,3007,5,291,263,17529,14,14,32,0,1,276,25,0,243,1,1,43443,0,2,28,2,0,0,1104,2,0,43,0,0,5139,0,0,8631,0,1,119,1445,0,2,1839,0,774,0,1072,0,454,461,0,0,3299,483,9,7721,114,10613,2561,3,4,126,261,0,15,0,0,104,265,8607,0,15,0,0,39,0,0,3,0,0,46,0,6,5,14,0,0,28,0,5,0,10501,5078,productivity
80,0,38,2,0,0,291,127,2262,19,319,306,28792,0,0,184,0,25,547,55,0,479,3,181,117136,0,10,33,10,0,1,773,5,6,94,0,0,7720,0,0,12009,0,1,373,9949,0,7,3619,0,657,0,3050,5,393,2559,0,1,2382,1912,253,48421,5,4737,4155,4,11,0,2394,50,1,0,0,1141,101,7699,0,79,0,0,226,0,1,16,0,0,207,0,21,11,2,0,0,0,0,14,0,25747,3095,tools
25,200,0,4,2,0,17230,87,486,7,12,22,830,2,2,218,1,26,0,62,2,0,19,0,10439,0,0,0,0,0,1,111,0,8,106,0,1741,0,4,0,1437,0,1,33,1126,0,9,0,173,1589,0,662,2,0,612,4,5,670,0,0,1977,57,67,79,18,2,0,201,50,1,0,0,468,13,138,2,22,0,2,121,0,0,31,0,19,112,0,18,10,0,0,3,0,0,39,0,1185,134,productivity
90,1630,1,46,3,0,45851,215,4069,132,41,74,1758,6,3,1486,1,266,0,547,2,11,246,0,49571,0,0,0,0,0,1,655,0,89,1152,0,3363,0,4,0,12351,0,1,112,3522,77,76,87,470,2455,0,2732,9,1,7798,4,38,1789,8,0,9004,75,686,112,225,0,9,701,106,3,86,86,1112,60,261,2,88,0,2,271,0,0,196,0,105,305,0,152,12,1,43,4,0,0,260,0,4801,369,tools
0,0,2,0,0,0,0,2,79,0,47,72,4160,0,0,0,0,0,47,0,0,0,0,0,4223,0,0,0,0,0,0,359,0,0,0,0,0,986,0,0,6750,0,0,0,205,0,0,275,0,13,0,271,0,92,5,0,0,791,422,0,2014,0,12754,1,0,0,0,58,0,1,0,0,50,0,7957,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2914,527,tools
47,0,51,0,0,0,0,51,433,0,45,36,533,0,0,2,0,0,20,0,0,13,0,0,13826,0,0,0,0,0,1,278,0,0,1,0,0,275,0,0,2628,0,0,0,1816,0,0,913,0,358,0,764,0,34,373,0,0,623,863,0,1022,1,702,1,0,2,0,1147,0,1,0,0,75,0,270,0,47,0,0,52,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,1942,320,productivity
1069,3,1162,48,1,0,1236,1200,8047,174,484,633,34528,1,1,4293,1,311,11068,310,2,12630,72,379,168191,0,12,1965,12,0,1,3084,5,112,1667,0,2,13740,4,0,37510,0,1,1109,13531,0,57,8469,11,6122,0,7720,13,5958,8414,2,43,7856,6948,1238,55256,52,11912,3857,70,8,0,4083,118,1,0,0,3720,199,11844,1,1058,0,1,1333,0,1,335,0,10,2269,0,216,12,7,0,1,0,0,91,0,48329,4552,alarm_clock
17,395,0,1,2,0,239647,134,2834,10,658,312,47380,2,2,245,1,7,0,58,2,0,3,0,110968,0,0,0,0,0,1,1130,0,2,93,0,8594,0,0,0,22247,0,1,32,6173,0,9,0,242,1698,0,3591,11,0,3502,4,0,3391,0,0,73000,59,7266,6267,5,4,0,3711,50,1,0,0,1297,216,13211,2,13,0,2,246,0,1,4,0,19,151,0,11,11,0,0,5,0,0,26,0,45301,5195,video_playback
20,0,51,7,0,0,0,70,2829,42,501,625,10877,0,0,930,0,71,2233,130,0,1389,55,796,40243,0,12,150,12,0,1,1146,5,20,131,0,0,3580,4,0,11994,0,1,613,3805,0,10,2554,0,1001,0,1995,4,912,2166,0,5,3106,1348,1386,6526,8,10568,925,42,1,2,1757,34,1,0,0,131,157,7636,0,19,0,0,84,0,1,45,0,0,90,0,54,12,1,0,0,0,1,57,0,10527,2620,tools
1,0,12,0,0,0,1,12,131,0,28,33,752,0,0,71,0,10,235,33,0,241,0,0,5229,0,0,39,0,0,1,220,0,0,1,0,0,388,0,0,1771,0,0,0,166,0,0,191,0,184,0,132,1,130,105,0,0,521,264,69,834,1,1453,1,0,1,0,61,1,1,0,0,196,0,792,0,1,0,0,15,0,0,0,0,0,13,0,0,0,0,0,0,0,0,2,0,1437,336,social
19,3,53,2,1,0,635,86,2080,9,547,458,30914,1,1,258,1,46,804,53,2,582,42,226,70496,0,12,33,12,0,1,1462,5,2,89,0,2,7607,4,0,16737,0,1,440,6208,0,10,2604,11,1513,0,1937,7,795,2314,2,0,4075,1147,393,64636,47,10351,4191,40,2,2,2117,50,1,0,0,1636,133,11408,1,15,0,1,176,0,1,4,0,10,105,0,16,12,2,0,1,0,0,56,0,49266,4366,tools
15,0,52,1,0,0,84,68,1511,8,283,428,16931,0,0,99,0,6,687,71,1,812,2,155,51895,0,10,40,10,0,1,1302,4,2,468,0,0,4809,0,0,13674,0,1,375,2746,0,8,1533,0,567,0,1196,7,305,1161,0,0,3258,1033,275,42986,9,9375,2055,3,4,0,830,50,1,0,0,406,47,7737,0,14,0,0,90,0,1,4,0,0,83,0,189,11,3,0,0,0,0,19,0,43221,3386,tools
1,0,6,5,0,0,3,10,194,12,3,2,74,0,0,67,0,4,222,29,0,185,3,0,11819,0,0,24,0,0,0,38,0,10,26,0,0,63,0,0,296,1,0,78,586,0,5,188,0,130,0,122,3,96,214,0,2,114,389,244,275,3,100,1,1,1,0,122,0,1,0,0,7,5,4,0,1,0,0,7,0,0,15,0,0,11,0,14,2,0,0,0,0,0,8,0,1867,34,drink_recipes
16,3,55,3,1,0,1126,83,2837,14,883,513,61265,1,1,720,1,48,2161,68,2,2186,2,248,118719,0,12,276,12,0,1,2076,5,5,98,0,2,13456,4,0,21939,0,1,484,7119,0,12,2993,11,1666,0,2219,23,1648,3512,2,1,5674,1769,495,116997,50,12477,8792,3,0,0,554,50,1,0,0,3508,265,18034,1,12,0,1,299,0,1,11,0,10,99,0,22,12,2,0,1,0,0,23,0,71938,5270,business
0,0,7,0,0,0,0,7,350,0,171,136,1991,0,1,0,0,0,79,0,0,0,0,0,4317,0,0,0,0,0,0,1089,0,0,0,0,0,1806,0,0,5401,0,0,16,508,0,0,268,0,44,0,241,0,104,28,0,0,2331,250,0,1557,0,5583,1,0,2,0,207,0,1,0,0,56,0,3237,0,0,0,0,21,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4990,2056,medical
13,335,0,3,1,0,63720,76,1271,16,157,138,9816,1,1,521,1,6,0,48,2,0,2,0,22398,0,0,0,0,0,1,305,0,5,39,0,2764,0,4,0,4103,0,1,26,2150,0,11,0,133,1153,0,909,3,0,1466,2,1,1082,0,0,14447,33,1062,1348,2,2,0,623,51,1,0,0,1004,64,2195,1,9,0,1,124,0,1,11,0,17,89,0,24,10,0,0,6,0,0,18,0,8858,881,books_n_reference
65,3,59,2,1,0,833,126,3939,161,1271,1417,68462,1,1,275,1,8,2328,63,2,1164,2,756,116232,0,12,49,12,0,0,1029,4,28,120,0,2,12933,4,0,15801,0,1,425,13675,0,12,3239,11,1617,0,2562,13,1804,3352,2,0,3291,1518,1666,85961,46,11837,11817,3,2,0,836,50,1,0,0,2642,868,19989,1,55,0,1,336,0,0,40,0,10,191,0,168,10,2,0,1,0,1,140,0,34531,5214,tools
168,3,217,76,1,0,711,259,5629,212,521,375,60001,1,1,2282,1,44,7965,2361,2,7048,35,203,161180,0,12,1251,12,0,1,2392,5,152,615,0,2,16734,4,0,21986,0,1,3059,7785,0,17,4196,11,2222,0,3750,9,3525,5506,2,6,7106,3593,7599,76001,47,9575,8529,57,0,0,1613,50,1,0,0,2356,362,16759,1,145,0,1,845,0,1,227,0,10,427,0,221,10,2,0,1,0,0,61,0,52193,2964,lifestyle
0,0,8,0,0,0,0,8,370,0,83,124,5298,0,0,278,0,28,803,9,0,874,0,0,6114,0,0,139,0,0,1,696,0,0,1,0,0,1581,0,0,10588,0,0,26,587,0,0,519,0,170,0,420,0,477,272,0,0,1499,1063,17,2864,1,13920,1,0,2,0,185,0,1,0,0,0,0,8327,0,0,0,0,9,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4989,1078,tools
41,0,101,10,0,0,0,111,1814,21,191,408,7100,0,0,202,2,27,5389,685,0,349,23,8,120943,0,10,50,10,0,1,2027,1,16,110,0,0,5565,4,0,19779,0,1,158,6067,0,4,2966,0,1019,0,2617,4,759,1517,0,8,5304,3521,1690,5466,7,10513,1,21,0,2,1892,0,1,0,0,1166,8,5913,0,41,0,0,276,0,0,26,0,0,152,0,29,7,0,0,0,0,0,27,0,11820,4037,productivity
2,0,11,0,0,0,0,15,266,0,48,81,5253,0,0,78,0,9,222,4,0,268,2,0,10522,0,0,35,0,0,1,1522,0,0,3,0,0,2286,0,0,14125,0,0,0,673,0,1,357,0,281,0,264,4,131,230,0,0,3189,438,5,5373,4,13615,1,0,0,0,419,0,1,0,0,106,0,6646,0,2,0,0,13,0,0,0,0,0,17,0,0,2,0,0,0,0,0,0,0,10810,601,productivity
63,3,108,3,1,0,321,130,1450,12,292,487,16639,1,1,230,1,16,703,58,2,483,12,168,59236,0,12,35,12,0,1,2166,5,4,43,0,2,5362,4,0,16549,0,1,460,7726,0,10,2691,11,1814,0,2199,3,919,1309,2,1,5813,2148,261,30993,50,11315,1723,13,4,2,9241,50,1,0,0,439,50,8080,1,59,0,1,155,0,1,8,0,10,193,0,20,12,2,0,1,0,0,32,0,34613,4961,productivity
99,0,77,1,0,0,920,155,4673,36,875,388,68723,0,0,64039,0,66,1689,100,0,1693,36,215,174977,0,10,223,10,0,1,1138,4,11,171,0,0,18002,0,0,219592,0,1,369,19665,0,9,4569,0,795,0,3590,14,95244,5137,0,0,4565,2624,469,137897,2,11118,12146,38,5,0,2181,50,1,0,0,2727,322,19447,0,98,0,0,492,0,0,17,0,0,254,0,37,9,30,0,0,0,0,50,0,46857,4602,productivity
1,0,23,1,0,0,5,25,108,0,8,11,61,0,0,35,0,3,108,26,1,87,1,0,2054,0,8,20,8,0,1,40,1,0,7,0,0,64,0,0,504,1,1,117,148,0,0,181,0,191,0,99,0,68,137,0,0,159,24,0,639,5,5,1,0,4,0,28,51,1,0,0,50,0,0,0,1,0,0,34,0,0,0,0,0,26,0,1,4,0,0,0,0,0,7,0,151,29,tools
46,3,90,3,1,0,429,116,1620,12,345,525,24694,1,1,230,1,18,737,58,2,495,13,192,79136,0,12,35,12,0,0,2090,5,4,50,0,2,6759,4,0,17429,0,1,460,5890,0,11,2275,11,1636,0,1870,6,945,1555,2,1,5527,1437,316,44059,49,12384,3048,15,3,2,1508,50,1,0,0,841,75,10257,1,41,0,1,165,0,1,8,0,10,162,0,20,12,2,0,1,0,0,37,0,42880,4774,tools
16,0,34,0,6,0,0,34,1524,0,91,124,3052,24,6,1100,0,75,1960,15,0,2466,0,0,36803,0,0,382,0,0,0,559,0,0,21,0,0,1628,0,0,4220,0,0,610,1358,0,1,2113,0,351,0,1936,0,3581,1027,0,0,1661,3079,30,1313,50,10426,1,0,1,54,293,0,7,0,0,50,0,6356,0,22,0,0,28,0,0,0,0,0,50,0,0,0,7,0,0,12,0,2,0,2602,2032,tools
8,0,12,1,0,0,0,12,669,6,18,12,201,0,0,357,0,5,1715,820,0,1571,2,0,1956,0,0,335,0,0,0,79,0,2,2,0,0,207,0,0,505,0,0,63,268,2,3,242,0,102,12,168,0,711,670,0,0,175,672,2147,325,1,299,2,1,2,10,270,5,2,9,9,4,1,157,0,8,0,0,12,0,0,6,0,0,20,0,6,0,0,5,0,0,0,1,0,284,77,scientific_calculator
0,10,0,0,0,0,55318,3,733,0,54,70,3872,0,0,2,0,0,0,0,0,0,0,0,80884,0,0,0,0,0,0,801,0,0,1,0,4946,0,0,0,7836,0,0,0,2963,0,0,0,6,91,0,372,0,0,827,0,0,1697,0,0,2967,2,10298,1,0,0,0,224,12,1,0,0,99,0,6162,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5380,973,productivity
90,0,97,1,0,0,0,97,1610,3,213,385,7470,0,0,1014,0,1,3075,299,0,3223,0,0,67605,0,0,566,0,0,0,1396,0,2,2,0,0,3866,0,0,20167,0,0,29,1824,0,0,2041,0,490,0,1954,0,1238,1208,0,0,3089,3461,694,4975,0,13939,1,0,5,0,219,0,1,0,0,110,1,7909,0,90,0,0,177,0,0,3,0,0,187,0,3,0,0,0,0,0,0,1,0,9346,2163,productivity
3,0,6,0,0,0,0,6,70,0,11,10,329,0,0,56,0,4,101,35,0,104,1,0,887,0,0,17,0,0,0,49,0,0,1,0,0,84,0,0,364,0,0,0,100,0,2,54,0,71,0,38,0,40,90,0,0,117,45,93,251,1,1061,1,0,1,0,127,0,1,0,0,2,0,616,0,3,0,0,7,0,0,0,0,0,9,0,0,0,0,0,0,0,0,2,0,455,368,tools
9,0,38,1,0,0,767,59,2687,8,720,524,48370,0,0,225,0,11,929,55,0,690,9,282,153103,0,10,33,10,0,1,2317,4,2,182,0,0,9911,0,0,25861,0,1,373,8412,0,7,4990,0,615,0,3609,8,608,3215,0,0,5765,4786,515,95515,5,11036,5697,10,10,0,2583,50,1,0,0,1349,199,12077,0,8,0,0,198,0,1,4,0,0,68,0,9,11,2,0,0,0,0,23,0,65120,5035,tools
14,3,43,2,1,0,695,67,1698,9,445,457,24505,1,1,373,1,69,1064,171,2,873,59,220,196683,0,12,99,12,0,0,1139,3,2,104,0,2,7025,4,0,11790,0,1,370,5502,0,11,1745,11,1446,0,1387,2,1064,1823,2,0,2967,1027,591,30627,46,9282,3470,59,2,0,596,50,1,0,0,733,123,9640,1,11,0,1,153,0,0,4,0,10,81,0,16,10,2,0,1,0,0,79,0,18417,3180,lunar_calendar
256,0,246,8,0,0,190,313,2963,119,742,612,32944,0,0,310,0,1,821,36,0,500,1,255,61137,0,2,18,2,0,0,2190,3,41,152,0,0,9203,0,0,16311,0,0,229,7422,2,3,3407,0,1382,96,2897,0,804,2116,0,0,4607,1369,461,23001,2,6072,5419,1,2,50,2469,54,2,72,72,665,440,10794,0,226,0,0,350,0,0,98,0,0,569,0,123,5,0,25,0,0,1,31,0,25005,3996,tools
16,341,0,3,1,0,92222,81,1325,16,196,157,14932,1,1,513,1,6,0,48,2,0,2,0,29293,0,0,0,0,0,1,407,0,5,40,0,4003,0,4,0,4993,0,1,27,2648,0,11,0,137,1173,0,963,4,0,1514,2,1,1285,0,0,21013,33,2486,2070,2,2,0,638,51,1,0,0,1438,68,4126,1,12,0,1,130,0,1,13,0,17,97,0,24,10,0,0,6,0,0,19,0,15628,1751,books_n_reference
34,3,77,3,1,0,403,105,1186,12,208,406,29878,1,1,172,1,21,634,58,2,479,15,199,60998,0,12,35,12,0,0,1237,5,4,47,0,2,5816,4,0,11240,0,1,458,4048,0,11,1587,11,1665,0,1265,8,767,1265,2,1,3431,671,292,32846,49,10585,4321,16,3,2,844,50,1,0,0,981,52,10874,1,29,0,1,132,0,1,10,0,10,139,0,20,12,2,0,1,0,0,36,0,33400,3205,productivity
21,3,62,2,1,0,1697,90,3269,9,579,532,33110,1,1,856,1,49,3668,1382,2,3170,38,256,81077,0,12,595,12,0,1,1441,5,2,90,0,2,8001,4,0,20317,0,1,464,6474,0,10,2937,11,1549,0,2203,14,1946,4592,2,0,4366,1894,4410,72592,47,8410,4569,35,1,2,2235,50,1,0,0,1962,151,10496,1,17,0,1,188,0,1,4,0,10,111,0,16,12,2,0,1,0,0,52,0,59199,3468,tools
1,0,30,1,0,0,202,32,908,0,271,334,3831,0,0,381,0,30,1323,150,0,1280,0,0,29753,0,8,219,8,0,0,1000,1,0,4,0,0,3012,0,0,11242,0,1,97,982,0,1,539,0,187,0,447,12,671,632,0,0,2359,948,276,29954,1,12733,1,0,3,0,166,50,1,0,0,2322,0,8082,0,1,0,0,198,0,0,0,0,0,33,0,1,4,1,0,0,0,0,7,0,5778,1634,tools
1,0,15,12,0,0,0,15,1292,36,209,362,3248,0,0,1026,0,76,3100,238,0,3389,0,0,25196,0,0,558,0,0,0,1531,0,24,24,0,0,2667,0,0,6619,0,0,0,969,0,0,270,0,115,0,211,0,1425,855,0,0,3346,1410,609,2394,1,9121,1,0,0,0,243,240,1,0,0,154,12,5296,0,1,0,0,16,0,0,36,24,0,16,0,36,0,0,0,0,0,0,2,0,7151,2155,productivity
4,0,38,2,0,0,103,51,668,21,167,300,21025,0,0,77,0,3,516,45,0,361,2,157,39308,0,10,31,10,0,1,591,5,6,23,0,0,4054,0,0,6881,0,1,269,1998,0,8,859,0,358,0,551,1,249,664,0,1,1517,313,234,20839,2,9546,3011,3,11,0,694,50,1,0,0,947,44,9287,0,2,0,0,80,0,1,16,0,0,55,0,23,9,2,0,0,0,0,14,0,20031,2390,productivity
50,3,92,3,1,0,350,117,1335,14,269,553,19636,1,1,202,1,15,682,58,2,471,10,179,63363,0,12,35,12,0,0,1878,5,5,42,0,2,5555,4,0,14879,0,1,458,5064,0,11,1875,11,1635,0,1516,3,891,1270,2,1,4914,1115,274,33311,50,13135,2296,12,3,2,1230,50,1,0,0,306,52,9820,1,46,0,1,146,0,1,11,0,10,167,0,22,12,2,0,1,0,0,30,0,36222,3974,tools
80,601,9,45,11,0,41012,196,4698,118,49,111,2688,11,11,2482,1,420,0,1174,2,99,319,0,42475,0,0,9,0,0,1,628,0,86,754,0,6063,9,4,0,9020,0,1,137,3416,89,43,783,419,2398,0,2440,15,0,5057,4,34,2288,72,0,7487,131,2573,113,302,11,81,507,107,3,122,122,1098,57,1656,2,86,0,2,242,0,0,192,0,129,276,0,135,10,9,54,4,18,0,327,1,5050,1810,productivity
10,0,45,1,0,0,85,62,705,38,135,264,8057,0,0,106,0,6,540,46,1,404,2,169,19599,0,10,31,10,0,1,463,4,13,31,0,0,2102,0,0,4315,1,1,339,2027,0,7,999,0,538,0,635,2,263,819,0,0,1326,223,264,18849,9,3368,1100,2,5,0,910,50,1,0,0,281,64,2881,0,9,0,0,89,0,1,19,0,0,72,0,39,11,2,0,0,0,0,16,0,17075,890,tools
